SALES_SUM,THIRD,PRODUCT_GROUP,PRODUCER
0.69,2,LEMMIKLOOMATOIDUD,SAKSAMAA
1.69,1,PIIMATOOTED,VALIO EESTI AS
0.82,1,VÄRSKE PUUVILI,ECUADOR
2.92,2,ÐOKOLAADID,CLOETTA S.R.L.
1.24,3,VÄRSKE KÖÖGIVILI,NA
0.74,3,PIIMATOOTED,TERE AS
1.75,1,KODUKEEMIA,EESTI
0.75,3,KÖÖGIVILJAKONSERV,FIT FOOD
0.76,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.47,3,SUUVÄRSKENDAJAD,WRIGLEY
1.49,1,KUIVAINED,BALTI VESKI
0.69,3,VESI,ALDARIS AS
4.95,1,"KALENDRID, PERIOODIKA",EESTI
0.59,2,HOMMIKUSÖÖGID,BALSNACK
1.69,4,KÖÖGIVILJAKONSERV,SALVEST AS
0.55,2,MAITSEAINED,HISPAANIA
2.1,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.69,3,PIIMATOOTED,EESTI
1.05,2,"KALENDRID, PERIOODIKA",AJAKIRJADE KIRJASTUS
0.8,1,KOHV,NESTLE
1.59,2,TEE,MJF GROUP
2.59,2,VÄRSKE LIHA,ATRIA EESTI AS
0.35,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.65,3,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
3.55,3,VÄRSKE PUUVILI,ITAALIA
0.55,3,PAGARITOOTED,FAZER EESTI AS
1.19,1,KRÕPSUD,FRITO-LAY POLAND
1.49,2,VESI,VÄRSKA
0.75,1,PAGARITOOTED,EESTI LEIVATÖÖSTUS
1.16,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.93,1,"SUPID, PULJONGID, KASTMED",UNILEVER
2.59,2,KONDIITRITOOTED,ERLANDIA
6.79,1,KONDIITRITOOTED,LÕUNA PAGARID
3.49,1,ÐOKOLAADID,KALEV
4.99,3,KONDIITRITOOTED,EESTI PAGAR
0.72,3,PASTA,DOBELES DZIRNAVIEKS AS
1.45,3,VALMISTOIT,KADRINA KONSUMI KÖÖK
1,2,PIIMATOOTED,FERRERO
1.13,3,PIIM,TERE AS
4.91,1,VÄRSKE PUUVILI,PERUU
3.25,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.14,2,"KÜPSISED, VAHVLID",MARMITON
1.5,1,KÜPSETUSRASVAD,LEEDU
0.59,2,KÜLMAD KASTMED,TARPLANI KAUBANDUSE OÜ
2.45,4,KOMMID,MARS
7.6475,2,KUIV.PUUV. JA PÄHKLID,TÜRGI
0.65,2,JOGURT,DANONE
1.9,1,ÐOKOLAADID,AUSTRIA
1.71,2,LEMMIKLOOMATOIDUD,MARS
8.99,3,LEMMIKLOOMATOIDUD,NESTLE
1.65,3,VÄRSKE LIHA,ATRIA EESTI AS
0.49,1,PAGARITOOTED,EESTI
0.67,1,VÄRSKE KÖÖGIVILI,HISPAANIA
0.79,3,PIIMATOOTED,TERE AS
3.2,2,TUBAKATOOTED,JT INTERNATIONAL
0.26,2,PAGARITOOTED,EESTI
1.02,2,KONDIITRITOOTED,EESTI PAGAR
2.69,3,KONDIITRITOOTED,EESTI PAGAR
0.89,3,KÖÖGIVILJAKONSERV,VIETNAM
1.39,1,VÄRSKE KÖÖGIVILI,NA
6.11,2,VÄRSKE LIHA,EESTI
1.25,3,VALMISTOIT,TALLEGG AS
1.19,3,KÖÖGIVILJAKONSERV,UNGARI
0.55,3,PAGARITOOTED,EESTI PAGAR
0.35,1,VESI,VÄRSKA
0.98,3,KONDIITRITOOTED,ARISTIN GRUPP
2.09,1,"KÜPSISED, VAHVLID",KRAFT FOODS
0.58,4,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.65,2,PIIMATOOTED,VALIO EESTI AS
0.47,2,VESI,ALDARIS AS
1.31,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.85,3,PIIM,TERE AS
1.45,4,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.99,3,PIIM,TERE AS
1.1,1,PIIM,TERE AS
1.09,2,JOGURT,VALIO EESTI AS
0.79,2,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.854,1,VÄRSKE KÖÖGIVILI,HISPAANIA
9.15,1,KÜPSETUSRASVAD,CARGILL OIL PACKERS BVBA
1.23,2,VÄRSKE PUUVILI,POOLA
0.49,4,PAGARITOOTED,EESTI PAGAR
12.69,3,LEMMIKLOOMAKAUBAD,BEST FRIEND GROUP
0.63,3,JÄÄTIS,BALBIINO AS
5.5,3,TÜDRUKUTELE MÄNGUASJAD,HIINA
0.45,3,PAGARITOOTED,EESTI PAGAR
1.89,3,PIIM,VALIO OY
0.39,3,MAITSEAINED,EUROOPA LIIT
0.35,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.49,4,KRÕPSUD,FRITO-LAY POLAND
1.69,3,"SINK, VORST",ATRIA EESTI AS
0.89,3,VESI,IDS BORJOMI BEVERAGES CO N.V
1.85,1,KODUKAUBAD,EUROOPA LIIT
1.59,1,PIIMATOOTED,TERE AS
3.91,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.79,3,KOMMID,ROSHEN
1.09,2,KARTUL,NA
0.23,3,VÄRSKE KÖÖGIVILI,UNGARI
1.35,4,"SINK, VORST",ATRIA EESTI AS
2.38,3,MUNAD,TALLEGG AS
3.5,1,KODUKAUBAD,SCA HYGIENE
2.344,2,"SINK, VORST",NÕO LIHATÖÖSTUS AS
2.99,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.16,2,"SINK, VORST",ARKE LIHATÖÖSTUS
0.36,3,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.89,3,PAGARITOOTED,LEIBUR AS
2.49,2,ÐOKOLAADID,FAZER CONFECTINERY
0.79,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.29,2,VALMISTOIT,REINU TOIDUKAUBAD OÜ
0.68,4,KONDIITRITOOTED,EUROLEIB AS
1.15,3,"SINK, VORST",ARKE LIHATÖÖSTUS
0.85,3,KUIVAINED,TESKATEL
6.45,1,"VALGUSTID, VALGUSELEMENDID",POOLA
2.35,3,KODUKEEMIA,UNILEVER
4.59,1,LEMMIKLOOMATOIDUD,MARS
1.19,3,KONDIITRITOOTED,EUROPAGAR OÜ
5.09,3,KANGE ALKOHOL,LIVIKO
1.69,1,LEMMIKLOOMATOIDUD,EUROOPA LIIT
0.89,1,ÕLU,SAKU ÕLLETEHAS
0.89,3,PIIM,TERE AS
0.82,1,PIIM,TERE AS
1.25,2,ÐOKOLAADID,KRAFT FOODS
1.12,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.45,1,HÜGIEENITOOTED,PRC
4.99,1,KANGE ALKOHOL,LIVIKO
1.58,2,HÜGIEENITOOTED,PROCTER&GAMBLE
0.99,3,PIIMATOOTED,SAAREMAA DELIFOOD OÜ
1.18,3,PAGARITOOTED,EESTI PAGAR
0.88,1,LEMMIKLOOMATOIDUD,NESTLE
0.8,3,JOGURT,VALIO EESTI AS
4.79,1,KANGE ALKOHOL,LIVIKO
1.18,1,KRÕPSUD,MOGYI
1.46,2,KÜLMAD KASTMED,MELISSA
3.29,2,KOSMEETIKA,HENKEL
0.717,1,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.55,3,PÕHIROA KONTSENTRAADID,BESTFOODS POLSKA SP.Z O.O.
2.75,1,ÕLU,A. LE COQ
0.8,3,PAGARITOOTED,LEIBUR AS
0.14,2,PAGARITOOTED,EESTI PAGAR
9.405,2,VÄRSKE PUUVILI,LAV
1.09,2,JOGURT,VALIO EESTI AS
0.5,2,PIIMATOOTED,FERRERO
0.75,1,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
2.65,2,KALA DELIKATESSID,SAARE FISHEKSPORT
1.19,1,JUUSTUD,TERE AS
0.55,2,VALMISTA ISE,VENEMAA
2.99,3,LEMMIKLOOMAKAUBAD,LAVIOSA
0.63,3,SUUVÄRSKENDAJAD,LEAF
0.14,1,VÄRSKE KÖÖGIVILI,EESTI
0.35,3,HÜGIEENITOOTED,PRIME PARTNER AS
0.96,3,VESI,A. LE COQ
1.15,2,PAGARITOOTED,EESTI PAGAR
0.79,2,KRÕPSUD,FRITO-LAY POLAND
2.77,1,"SINK, VORST",A-VORST
0.99,3,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.73,2,KOMMID,SCHWARTAU
1.39,3,KOMMID,KALEV
0.71,3,PIIMATOOTED,VALIO EESTI AS
3.99,3,JÄÄTIS,BALBIINO AS
2.29,4,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.09,1,VALMISTOIT,MAKSIKÖÖK
1.49,1,KRÕPSUD,FRITO-LAY POLAND
1.15,1,"KÜPSISED, VAHVLID",MARIS GILDEN AS
2.99,3,JUUSTUD,ESTOVER PIIMATÖÖSTUS
1.71,3,VALMISTOIT,MAKSIKÖÖK
1.35,2,"SINK, VORST",ATRIA EESTI AS
6.35,3,TÜDRUKUTELE MÄNGUASJAD,HIINA
0.79,3,KONDIITRITOOTED,EESTI PAGAR
0.35,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.63,2,KODUKAUBAD,EUROOPA LIIT
0.49,1,KOMMID,KALEV
0.89,1,KARASTUS-JA TONISEERIVAD JOOGID,SAKU ÕLLETEHAS
2.59,2,JUUSTUD,EESTI
0.99,1,MUNAD,EESTI
0.79,1,JÄÄTIS,BALBIINO AS
0.67,3,KÖÖGIVILJAKONSERV,UNGARI
0.39,3,PIIMATOOTED,TERE AS
1.19,2,VALMISTOIT,OSKAR LT AS
0.42,1,"VIHIKUD, KAUSTIKUD",KP FACTORI OÜ
0.95,3,PIIMATOOTED,VALIO EESTI AS
1.19,2,KALAKONSERVID,LÄTI
0.61,3,"SINK, VORST",EESTI
1.09,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.49,2,TÖÖRIISTAD,EUROOPA LIIT
1.7,3,PIIM,TERE AS
1.39,1,MAHL,COCA-COLA HBC
0.59,2,PIIM,TERE AS
1.89,3,KARTUL,NA
11.99,2,MEESTE PESU,ITAALIA
1.55,3,PAGARITOOTED,SOOME
1.53,1,VÄRSKE KÖÖGIVILI,HISPAANIA
0.79,3,PIIMATOOTED,TERE AS
0.85,2,KUIV.PUUV. JA PÄHKLID,ALIS CO SIA
0.69,1,PAGARITOOTED,EESTI PAGAR
1.39,1,PIIM,TERE AS
1.2,2,VALMISTA ISE,WAWI EURO GMBH
3.63,3,JUUSTUD,SAAREMAA PT
5.39,3,PAGARITOOTED,LEIBUR AS
1.99,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.95,3,"SINK, VORST",ATRIA EESTI AS
1.89,3,VALMISTOIT,MAKSIKÖÖK
0.75,2,KODUKEEMIA,SOOME
0.56,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.85,1,PIIMATOOTED,LEEDU
6.35,2,KANGE ALKOHOL,ALTIA EESTI AS
0.76,1,PIIMATOOTED,TERE AS
4.89,2,PATAREID,PANASONIC
2.4,3,PIIMATOOTED,FERRERO
1.35,1,HOMMIKUSÖÖGID,SOJAPRAGA
1.15,3,PIIMATOOTED,TERE AS
0.65,2,PAGARITOOTED,EESTI PAGAR
0.5,2,PAGARITOOTED,EESTI PAGAR
1.25,2,KODUKEEMIA,EESTI
0.63,1,KODUKEEMIA,EESTI
3.55,1,VÄRSKE LIHA,ARKE LIHATÖÖSTUS
0.5,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.1875,2,JUUSTUD,SAKSAMAA
2.95,2,TUBAKATOOTED,PHILIP MORRIS
2.7,2,TUBAKATOOTED,JT INTERNATIONAL
0.27,2,MAHL,A. LE COQ
0.22,2,VÄRSKE KÖÖGIVILI,EESTI
0.75,1,MAHL,A. LE COQ
0.7,2,MAITSEAINED,SANTA MARIA AS
6.39,1,NAISTE SUKATOOTED,FIORE
1.04,3,JOGURT,VALIO EESTI AS
1.05,2,PASTA,P.A.P. SRL
1.39,3,MAHL,COCA-COLA HBC
0.7,2,PAGARITOOTED,LEIBUR AS
10.6,3,POISTE MÄNGUASJAD,HIINA
0.52,4,PAGARITOOTED,FAZER BAKERIES LTD.
3.09,1,"SINK, VORST",ARKE LIHATÖÖSTUS
0.26,1,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
1.09,3,PIIM,TERE AS
1.75,3,KÜPSETUSRASVAD,SCANOLA BALTIC
0.61,1,PASTA,AMBER PASTA UAB
0.49,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.82,1,MAHL,EUROOPA LIIT
0.54,1,JÄÄTIS,UNILEVER
0.79,2,SUHKUR,PFEIFFER & LANGEN MARKETING
0.69,3,ÐOKOLAADID,LEAF
4.274,1,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.62,2,PAGARITOOTED,LEIBUR AS
5.99,3,VÄRSKE KALA,GUORMETHOUSE
2.89,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.55,2,"SUPID, PULJONGID, KASTMED",NESTLE
0.35,1,VESI,VÄRSKA
1.78,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.19,2,MAITSEAINED,ANATOLS
0.55,1,PAGARITOOTED,LÕUNA PAGARID
0.4,2,PAGARITOOTED,LEIBUR AS
3.2,2,TUBAKATOOTED,PHILIP MORRIS
3.19,3,ÐOKOLAADID,KRAFT FOODS
6.81,2,PAGARITOOTED,EUROPAGAR OÜ
1.89,3,MAGUSROAD,LARGO AS
0.69,2,ÕLU,A. LE COQ
1.49,2,KODUKAUBAD,SCA HYGIENE
0.79,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
9.99,3,KANGE ALKOHOL,ALCORDISTILLERY OÜ
3.2,1,TUBAKATOOTED,PHILIP MORRIS
0.79,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.55,2,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
0.3,1,KARTUL,EESTI
1.45,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.95,1,KALA POOLTOOTED,LEEDU
1.33,3,VÄRSKE LIHA,TALLEGG AS
2.49,1,KODUKAUBAD,EUROOPA LIIT
13.8,1,ÕLU,A. LE COQ
0.18,1,KODUKAUBAD,EESTI
0.99,2,MUNAD,EESTI
9.99,1,MEESTE PESU,FRIENDS TEXTILE
0.97,1,VALMISTOIT,MAKSIKÖÖK
2.59,3,LEMMIKLOOMATOIDUD,MARS
0.25,2,PÕHIROA KONTSENTRAADID,VENEMAA
0.59,3,PIIMATOOTED,TERE AS
0.75,3,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
3.38,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.81,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.75,1,KUIV.PUUV. JA PÄHKLID,TSIILI
1.95,2,VALMISTOIT,MAKSIKÖÖK
1.25,1,TÖÖDELDUD KALATOOTED,EUROOPA LIIT
1.31,3,VÄRSKE PUUVILI,HISPAANIA
0.85,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
3.2,3,TUBAKATOOTED,PHILIP MORRIS
0.63,1,KIRJUTUSVAHENDID,SAKSAMAA
2.98,1,SUVISED MÄNGUASJAD JA MÄNGUD,HIINA
0.5,2,KOMMID,KALEV
1.3,1,"SINK, VORST",ATRIA EESTI AS
0.74,3,"SINK, VORST",KEHTNA LIHATÖÖSTUS
0.99,3,PIIM,TERE AS
2.65,3,LEMMIKLOOMATOIDUD,MARS
0.64,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.59,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.57,2,PAGARITOOTED,LEIBUR AS
4.2,1,PAGARITOOTED,EUROPAGAR OÜ
0.59,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.76,2,VÄRSKE PUUVILI,HISPAANIA
1.05,2,ÕLU,A. LE COQ
0.89,3,"SINK, VORST",ATRIA EESTI AS
0.57,3,PAGARITOOTED,EESTI PAGAR
1.19,1,PAGARITOOTED,LEIBUR AS
2.3,3,JUUSTUD,VALIO OY
0.5,3,PAGARITOOTED,EESTI PAGAR
0.56,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.35,3,VÄRSKE LIHA,TALLEGG AS
4.99,3,KANGE ALKOHOL,LIVIKO
0.75,1,ÐOKOLAADID,MARS
1.92,3,VALMISTOIT,EESTI
1.45,2,LEMMIKLOOMATOIDUD,MARS
0.65,1,ÕLU,EESTI
0.55,3,PAGARITOOTED,FAZER EESTI AS
4.38,3,ÕLU,ALDARIS AS
0.55,2,PAGARITOOTED,FAZER EESTI AS
1.49,3,JOGURT,DANONE
0.59,3,PAGARITOOTED,EESTI PAGAR
0.55,1,"KÜPSISED, VAHVLID",KALEV
2.97,3,VÄRSKE PUUVILI,PERUU
5.88,2,VÄRSKE LIHA,TALLEGG AS
1.15,3,JALATSITE HOOLDUSVAHENDID,ORTO
0.55,3,LEMMIKLOOMATOIDUD,MARS
0.53,3,KOMMID,ROSHEN
1.99,2,KONDIITRITOOTED,EESTI PAGAR
1.78,2,KOMMID,KALEV
3.35,2,KOHV,GUSTAV PAULIG LDT
2.09,2,JUUSTUD,SAKSAMAA
3.05,3,LAHJAD ALKOH.JOOGID,A. LE COQ
0.45,3,PIIMATOOTED,RIGAS PIENSAIMNIEKS
1.35,1,LEMMIKLOOMATOIDUD,MARS
0.75,1,ÕLU,OETTINGER BRAUEREI GMBH
4.39,1,JUUSTUD,EESTI JUUSTU TOOTMISE OÜ
2.7,1,TUBAKATOOTED,JT INTERNATIONAL
1.8,3,KUIV.PUUV. JA PÄHKLID,MOGYI
0.89,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.49,3,JÄÄTIS,BALBIINO AS
0.35,4,VESI,EESTI
0.35,2,PIIMATOOTED,TERE AS
1.09,3,VÄRSKE PUUVILI,ITAALIA
1.19,2,"KÜPSISED, VAHVLID",MARIS GILDEN AS
14.6,1,LASTETOIDUD,NUTRICIA
1.7,1,PIIM,TERE AS
2.25,3,KODUKEEMIA,ERES
1.16,3,PIIM,FARMI PIIMATÖÖSTUS AS
2.59,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
2.25,4,PIIMATOOTED,TERE AS
0.95,3,JOGURT,EESTI
0.69,3,PAGARITOOTED,HALLIK AS
1.5,1,ÕLU,A. LE COQ
1.19,3,JUUSTUD,TERE AS
0.99,2,PIIM,TERE AS
0.99,1,MUNAD,EESTI
0.59,2,PIIMATOOTED,TERE AS
1.29,1,KÖÖGIVILJAKONSERV,SALVEST AS
1.35,1,TEE,UNILEVER
0.79,3,HOMMIKUSÖÖGID,NAUJASIS NEV EZI
2.05,2,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
1.59,3,JOGURT,VALIO EESTI AS
1.25,3,"SUPID, PULJONGID, KASTMED",SALVEST AS
0.79,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.67,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.45,2,SUUVÄRSKENDAJAD,WRIGLEY
0.59,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.95,1,KÖÖGIVILJAKONSERV,VIETNAM
1.25,4,KODUKEEMIA,PROCTER&GAMBLE
1.79,1,ÕLU,JSC SVYTURYS-UTENOS ALUS
2.15,1,ÕLU,A. LE COQ
2.85,1,DEKORATIIVKOSMEETIKA,TITANIA
0.81,1,PIIM,TERE AS
2.95,1,TUBAKATOOTED,PHILIP MORRIS
1.78,1,JOGURT,DANONE
0.63,1,ÐOKOLAADID,FERRERO
1.05,3,PIIMATOOTED,VALIO EESTI AS
7,1,"SUPID, PULJONGID, KASTMED",SALVEST AS
4.95,2,LEMMIKLOOMATOIDUD,MARS
0.68,3,LEMMIKLOOMATOIDUD,DE HAAN
0.65,3,"KÜPSISED, VAHVLID",KALEV
1.07,4,KONDIITRITOOTED,KAUBAMAJA PAGARIÄRI
1.35,1,TEE,MJF GROUP
1.55,3,VALMISTOIT,SAARIOINEN EESTI OÜ
1.65,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.71,2,PAGARITOOTED,LEIBUR AS
0.39,3,VÄRSKE KÖÖGIVILI,NA
1.45,2,KÜLMUTATUD LIHA JA LIND,ARIOLS
1.44,3,ÕLU,SAKU ÕLLETEHAS
0.54,2,PIIM,FARMI PIIMATÖÖSTUS AS
3.19,2,LEMMIKLOOMAKAUBAD,TOLSA S.A.
1.29,3,MAHL,A. LE COQ
0.74,1,VÄRSKE KÖÖGIVILI,HISPAANIA
0.87,4,PIIM,FARMI PIIMATÖÖSTUS AS
0.59,1,PAGARITOOTED,S.I.GROUP
1.45,1,JUUSTUD,ESTOVER PIIMATÖÖSTUS
1.19,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.19,2,PAGARITOOTED,EESTI PAGAR
1.79,1,KODUKAUBAD,FHP
1.72,1,VÄRSKE PUUVILI,PERUU
0.55,4,VESI,VÄRSKA
0.69,1,PAGARITOOTED,EESTI PAGAR
1.95,1,HÜGIEENITOOTED,COLGATE&PALMOLIVE
3,1,ÕLU,SAKU ÕLLETEHAS
1.15,3,JAHUTUST VAJAVAD MAHLAD JA MAHLAJOOGID,PÕLTSAMAA FELIX AS
1,1,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
0.65,3,PIIMATOOTED,VALIO EESTI AS
7.99,1,"PESEMIS-, KORISTUS-, KUIVATAMIS-, MAJAPIDAMISTARBED",TONTARELLI
0.79,2,PIIM,TERE AS
1.896,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.95,4,MAITSEAINED,MEIRA
1.29,3,PIIMATOOTED,POLVEN FOODS OÜ
1.59,4,KARTUL,NA
2.19,3,JUUSTUD,FARMI PIIMATÖÖSTUS AS
1.95,3,VALMISTOIT,SAAREMAA LIHATÖÖSTUS OÜ
0.65,3,VALMISTOIT,MAKSIKÖÖK
0.65,2,VESI,HARTWALL
0.95,1,PAGARITOOTED,LEIBUR AS
1.79,3,"VÕI, MARGARIIN, VÕIDED",SAAREMAA PT
3.49,2,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.34,2,VÄRSKE PUUVILI,POOLA
2.99,1,KALA POOLTOOTED,PLUNGES KOOPERATINE PREKYBA
0.45,1,ÐOKOLAADID,KRAFT FOODS
0.07,2,VÄRSKE KÖÖGIVILI,LEEDU
3.79,3,"SINK, VORST",ARKE LIHATÖÖSTUS
0.64,2,KOMMID,ROSHEN
2.709,3,VÄRSKE KÖÖGIVILI,NA
2.75,1,TUBAKATOOTED,PHILIP MORRIS
2.7,2,TUBAKATOOTED,BRITISH AMERICAN TOBACCOLAND
1.39,2,KÜLMUTATUD LIHA JA LIND,ARIOLS
3.6,3,PATAREID,PANASONIC
1.72,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2,2,NAISTE SUKATOOTED,SUVA
0.59,1,"VÕI, MARGARIIN, VÕIDED",UNILEVER
10.76,3,JUUSTUD,VALIO EESTI AS
1.25,1,KODUKEEMIA,UNILEVER
1.69,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
12.69,3,HÜGIEENITOOTED,PROCTER&GAMBLE
0.77,3,PIIMATOOTED,TERE AS
3.75,3,KALA POOLTOOTED,PALJASSAARE KT
0.99,2,"VALGUSTID, VALGUSELEMENDID",ELECTRO CIRKEL B.V
2.24,1,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.89,3,KRÕPSUD,UAB ESTRELLA BALTICS
2.25,3,KRÕPSUD,BELGIA
0.69,2,PAGARITOOTED,FAZER EESTI AS
3.49,2,KOSMEETIKA,PROCTER&GAMBLE
0.99,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.69,3,PIIMATOOTED,TERE AS
1.14,1,KOMMID,PERFETTI VAN MELLE
3.27,3,"PESEMIS-, KORISTUS-, KUIVATAMIS-, MAJAPIDAMISTARBED",VILEDA
1.19,4,MAHL,SIA CIDO GRUPA
2.17,1,VÄRSKE LIHA,TALLEGG AS
1.84,1,ÕLU,SAKU ÕLLETEHAS
1.35,1,VALMISTOIT,ATRIA EESTI AS
0.39,2,PAGARITOOTED,EESTI PAGAR
1.39,1,PIIMATOOTED,FERRERO
0.79,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.45,1,JUUSTUD,VALIO EESTI AS
1.39,1,KÜPSETUSRASVAD,VALGEVENE
0.89,3,"SINK, VORST",ATRIA EESTI AS
1.99,3,VALMISTOIT,NÕO LIHATÖÖSTUS AS
1.48,3,PIIMATOOTED,EESTI
0.89,1,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
1.79,2,VÄRSKE LIHA,TALLEGG AS
0.76,3,PIIMATOOTED,EESTI
1.38,3,VÄRSKE PUUVILI,PANAMA
0.35,1,ÐOKOLAADID,MARS
0.75,3,PIIM,TERE AS
1.75,1,JUUSTUD,VALIO EESTI AS
1.29,1,KOMMID,KATJES FASSIN GMBH +CO
0.75,2,JOGURT,EESTI
0.72,1,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
1.35,2,"SINK, VORST",ATRIA EESTI AS
2.99,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
5.98,1,"KALENDRID, PERIOODIKA",EGMONT
3.65,3,LASTETOIDUD,POOLA
2.49,3,KÜLMAD KASTMED,LEEDU
1.65,3,ÕLU,EESTI
1.55,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.25,1,ÐOKOLAADID,KALEV
1.19,1,PIIMATOOTED,EESTI
0.69,3,KRÕPSUD,BALSNACK
0.85,2,PIIM,FARMI PIIMATÖÖSTUS AS
1.6,1,KUIVAINED,UKRAINA
0.72,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.35,3,KÜLMAD KASTMED,TARPLANI KAUBANDUSE OÜ
1.99,3,VESI,EESTI
1.9,2,HOMMIKUSÖÖGID,PALASEJA UAB
1.77,2,JÄÄTIS,BALBIINO AS
4.49,3,JUUSTUD,E-PIIM TOOTMINE AS
1.78,1,ÕLU,UAB KALNAPILIO TAURO GRUPE
4.88,1,TÖÖDELDUD KALATOOTED,NA
0.13,3,VÄRSKE KÖÖGIVILI,LEEDU
4.98,1,HÜGIEENITOOTED,BEIERSDORF AG
0.75,3,PAGARITOOTED,FAZER EESTI AS
0.79,3,PIIMATOOTED,TERE AS
1.39,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.92,2,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.35,4,PIIMATOOTED,TERE AS
0.54,2,KODUKAUBAD,EESTI
0.69,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.59,4,PAGARITOOTED,FAZER EESTI AS
0.99,3,PIIM,TERE AS
0.59,2,PÕHIROA KONTSENTRAADID,UNILEVER
1.69,3,VESI,IDS BORJOMI BEVERAGES CO N.V
1.49,3,HÜGIEENITOOTED,COLGATE&PALMOLIVE
0.57,2,PAGARITOOTED,EESTI PAGAR
0.49,2,SUUVÄRSKENDAJAD,WRIGLEY
1.89,1,NAISTE SUKATOOTED,SIREKAR
0.71,1,VÄRSKE KÖÖGIVILI,NA
0.55,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.5,3,ÕLU,SAKU ÕLLETEHAS
1.99,2,KÜPSETUSRASVAD,SCANOLA BALTIC
1.39,2,VÄRSKE LIHA,ATRIA EESTI AS
