SALES_SUM,THIRD,PRODUCT_GROUP,PRODUCER
2.31,3,VÄRSKE LIHA,JÕHVI KONSUMI KÖÖK
0.69,3,ÕLU,A. LE COQ
0.49,3,PAGARITOOTED,EESTI PAGAR
0.78,2,JOGURT,CAMPINA GMBH
0.2,3,VÄRSKE KÖÖGIVILI,LEEDU
1.02,3,PASTA,PASTA BERRUTO S.P.A
0.26,2,PAGARITOOTED,EESTI
0.85,2,PATAREID,GP
2.79,1,KODUKEEMIA,HENKEL
2.87,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.65,3,PIIMATOOTED,VALIO EESTI AS
0.65,3,SUHKUR,SOOME
0.99,1,VALMISTOIT,OSKAR LT AS
26.9,1,KANGE ALKOHOL,MAST JÄGERMEISTER AG
0.95,2,VESI,A. LE COQ
1.15,3,JOGURT,FARMI PIIMATÖÖSTUS AS
2.74,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.98,2,PAGARITOOTED,EESTI PAGAR
2.25,3,VÄRSKE LIHA,TALLEGG AS
2.15,1,PIIMATOOTED,FERRERO
0.95,2,PAGARITOOTED,LEIBUR AS
2.39,1,ÐOKOLAADID,KALEV
1.9,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.4,3,KOMMID,HARIBO
9.54,1,VESI,IDS BORJOMI BEVERAGES CO N.V
4.2,3,PIIM,TERE AS
0.95,3,PIIM,TERE AS
5.58,4,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.95,2,PAGARITOOTED,LEIBUR AS
4.39,3,VEIN,EXPORT UNION INTERNATIONAL
1.15,2,JUUSTUD,EESTI JUUSTU TOOTMISE OÜ
1.29,3,"VÕI, MARGARIIN, VÕIDED",ESTOVER PIIMATÖÖSTUS
4.99,1,KOSMEETIKA,HENKEL
0.32,1,JÄÄTIS,EESTI
3.25,1,KOHV,MEIRA
1.52,3,VALMISTOIT,MAKSIKÖÖK
3.3,1,TUBAKATOOTED,PHILIP MORRIS
0.42,3,PAGARITOOTED,FAZER EESTI AS
2.85,2,TEE,WEIKFIELD FOODS
2.58,1,LEMMIKLOOMATOIDUD,EUROOPA LIIT
0.79,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.5,3,KOMMID,EUROOPA LIIT
0.99,1,PIIMATOOTED,TERE AS
4.49,1,JUUSTUD,E-PIIM TOOTMINE AS
0.85,1,"KÜPSISED, VAHVLID",BAHLSEN
2.5,3,KOMMID,FERRERO
2.09,3,ÕLU,A. LE COQ
0.18,1,KIRJUTUSLAUA TARBED,SICAD
1.25,2,JOGURT,EESTI
1.45,1,KODUKAUBAD,METSÄ TISSUE
1.09,2,JOGURT,FARMI PIIMATÖÖSTUS AS
0.39,3,JOGURT,DANONE
0.89,3,JOGURT,TERE AS
1.9,1,HÜGIEENITOOTED,DRAMERS SA
2.19,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.55,2,KUIVAINED,EUROOPA LIIT
1.98,1,ÕLU,GUINNESS & CO
1.89,1,VÄRSKE LIHA,ATRIA EESTI AS
6.09,2,ÕLU,SAKU ÕLLETEHAS
1.8,2,"KALENDRID, PERIOODIKA",EESTI POST
1.29,1,KRÕPSUD,BALSNACK
0.3,1,VÄRSKE KÖÖGIVILI,LEEDU
0.99,2,MUNAD,EESTI
5.49,2,KODUKAUBAD,HORIZON TISSUE OÜ
2.53,3,KONDIITRITOOTED,EESTI LEIVATÖÖSTUS
2.2,3,TUBAKATOOTED,IMPERIAL TOBACCO
1.28,1,VÄRSKE KÖÖGIVILI,HISPAANIA
2.12,2,KONDIITRITOOTED,LEIBUR AS
0.95,2,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.89,4,KUIV.PUUV. JA PÄHKLID,ALIS CO SIA
0.65,2,TEE,UNILEVER
0.99,3,MUNAD,EESTI
1.6,1,VALMISTOIT,TALLEGG AS
0.19,1,KODUKAUBAD,EESTI
0.65,2,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
1.85,1,VALMISTOIT,NÕO LIHATÖÖSTUS AS
1.99,3,KUIV.PUUV. JA PÄHKLID,ALIS CO SIA
0.29,2,VESI,EESTI
2.69,1,"SINK, VORST",OSKAR LT AS
0.26,3,PAGARITOOTED,EESTI
0.55,1,PIIM,VALIO EESTI AS
0.34,1,MAITSEAINED,MEIRA
1.5,1,KONDIITRITOOTED,EESTI PAGAR
1.05,2,KÖÖGIVILJAKONSERV,HEINZ
0.89,1,HOMMIKUSÖÖGID,SANGASTE
3.55,3,KOSMEETIKA,PROCTER&GAMBLE
0.9,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.6,2,KONDIITRITOOTED,RÕNGU PAGAR
3.05,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.49,3,PAGARITOOTED,EESTI PAGAR
1.4,1,KÖÖGIVILJAKONSERV,SALVEST AS
0.9,2,"KALENDRID, PERIOODIKA",NA
1.05,3,KÜLMUT.KÖÖGIVILI,DAUCY
2.75,2,TUBAKATOOTED,PHILIP MORRIS
0.78,1,KOMMID,CHUPA CHUPS
0.85,2,HOMMIKUSÖÖGID,BALTI VESKI
2.15,4,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.99,2,"KÜPSISED, VAHVLID",HELLAR & POJAD AS
3.15,2,JUUSTUD,ESTOVER PIIMATÖÖSTUS
2.69,4,JUUSTUD,VALIO EESTI AS
0.57,3,SUHKUR,SOOME
2.19,2,VÄRSKE PUUVILI,PANAMA
0.58,3,PIIM,TERE AS
0.99,3,VÄRSKE PUUVILI,ECUADOR
0.96,2,VALMISTOIT,KAUBAMAJA KÖÖK
4.49,1,JUUSTUD,E-PIIM TOOTMINE AS
6.49,3,KANGE ALKOHOL,ALCORDISTILLERY OÜ
0.67,1,MAITSEAINED,SANTA MARIA AS
0.94,3,VÄRSKE KÖÖGIVILI,HISPAANIA
1.29,1,KÖÖGIVILJAKONSERV,SALVEST AS
4.99,2,KANGE ALKOHOL,LIVIKO
0.65,2,KÜLMUT.KÖÖGIVILI,OERLEMANS FOODS SP. Z O.O.
0.78,2,PIIMATOOTED,TERE AS
1.29,1,"KALENDRID, PERIOODIKA",PALETTI EESTI
0.75,2,KALA POOLTOOTED,KRISKAL AS
2.15,3,HÜGIEENITOOTED,GLAXOSMITHKLINE
3.2,3,TUBAKATOOTED,JT INTERNATIONAL
1.39,3,KRÕPSUD,LATFOOD
1.65,3,JUUSTUD,ESTOVER PIIMATÖÖSTUS
2.79,2,HÜGIEENITOOTED,UNILEVER
1.63,3,VALMISTOIT,RAKVERE KOMBINAAT
1.49,3,ÐOKOLAADID,FAZER CONFECTINERY
1.49,1,PIIMATOOTED,VALIO EESTI AS
0.53,3,VÄRSKE PUUVILI,BELGIA
2.59,1,LEMMIKLOOMATOIDUD,MARS
1.99,2,KOMMID,KALEV
0.09,2,VÄRSKE KÖÖGIVILI,LEEDU
3.45,3,ÐOKOLAADID,KALEV
1.09,3,KOMMID,POOLA
0.99,3,"VÕI, MARGARIIN, VÕIDED",TERE AS
0.89,2,"SUPID, PULJONGID, KASTMED",NESTLE
0.77,3,PIIM,TERE AS
1.05,3,MAHL,PÕLTSAMAA FELIX AS
1.05,2,ÕLU,A. LE COQ
1.9,3,ÕLU,SAKU ÕLLETEHAS
1.49,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.15,3,HOMMIKUSÖÖGID,RIGAS DZIRNAVNIEKS
0.79,3,PAGARITOOTED,EESTI PAGAR
1.99,3,JUUSTUD,TERE AS
1.59,3,VALMISTOIT,MAKSIKÖÖK
0.89,1,MUNAD,EESTI
1.05,1,LEMMIKLOOMATOIDUD,SATURN PETFOOD GMBH
1.99,1,AIAKAUBAD,NA
1.4,1,KRÕPSUD,FRITO-LAY POLAND
0.52,1,PAGARITOOTED,EESTI PAGAR
3.1,3,PIIMATOOTED,TERE AS
1.45,3,KONDIITRITOOTED,ERLANDIA
0.52,1,PAGARITOOTED,EESTI PAGAR
0.26,1,VÄRSKE PUUVILI,HISPAANIA
0.55,2,VÄRSKE KÖÖGIVILI,EESTI
0.65,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.35,1,PIIMATOOTED,TERE AS
0.89,1,"KÜPSISED, VAHVLID",MARIS GILDEN AS
0.59,3,PAGARITOOTED,EESTI PAGAR
1.59,2,AUTOKAUBAD,ALL RIDE
0.13,1,VALMISTA ISE,SOUMEN HIIVA
1.7,1,ÕLU,ALDARIS AS
3.98,2,KALAKONSERVID,TAI
2.89,2,KÜLMUT.PUUVILI,GEIA FOOD
1.55,2,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
0.79,1,JOGURT,DANONE
1.12,2,PIIM,FARMI PIIMATÖÖSTUS AS
11.5,1,KANGE ALKOHOL,VILNIAUS DEGTINE AB
0.49,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.19,1,JUUSTUD,ESTOVER PIIMATÖÖSTUS
0.93,2,KÜLMUT.KÖÖGIVILI,POLSKI OGROD
4.99,3,KANGE ALKOHOL,LIVIKO
2.05,3,KODUKEEMIA,PROCTER&GAMBLE
0.23,3,VÄRSKE KÖÖGIVILI,EESTI
0.27,2,VESI,EESTI
0.67,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.95,1,JÄÄTIS,UNILEVER LIETUVA DISTRIBUCIJA
1.05,3,PASTA,P.A.P. SRL
2.5,1,LEMMIKLOOMATOIDUD,MARS
2.74,3,"SINK, VORST",REY AS
10.49,3,VOODIPESU,HIINA
0.85,1,LIHAKONSERVID,LÄTI
2.7,3,TUBAKATOOTED,IMPERIAL TOBACCO
1.75,1,KÖÖGIVILJAKONSERV,SALVEST AS
1.18,3,VALMISTOIT,OSKAR LT AS
3.2,3,TUBAKATOOTED,JT INTERNATIONAL
3.2,3,TUBAKATOOTED,JT INTERNATIONAL
0.89,3,KONDIITRITOOTED,EUROPAGAR OÜ
0.85,3,ÕLU,VIRU ÕLU
1.45,2,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.82,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.79,3,PAGARITOOTED,FAZER EESTI AS
0.9,4,KOMMID,FAZER CONFECTINERY
1.39,2,KARASTUS-JA TONISEERIVAD JOOGID,"RED BULL, AUSTRIA"
0.55,2,SUUVÄRSKENDAJAD,WRIGLEY
0.65,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.78,2,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.45,3,KUIV.PUUV. JA PÄHKLID,EUROOPA LIIT
2.38,1,JOGURT,TERE AS
3.45,2,KALA POOLTOOTED,PALJASSAARE KT
2.75,2,TUBAKATOOTED,PHILIP MORRIS
0.2,1,KODUKAUBAD,SCA HYGIENE
0.58,2,PIIM,FARMI PIIMATÖÖSTUS AS
2.09,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.7,4,PAGARITOOTED,EESTI PAGAR
0.69,1,PAGARITOOTED,LEIBUR AS
0.93,3,KOMMID,ROSHEN
19.99,1,MEESTE JALATSID,LEMIGO
0.75,1,TUBAKATOOTED,IMPERIAL TOBACCO
0.52,2,PAGARITOOTED,EESTI PAGAR
1.45,4,KÜLMUTATUD LIHA JA LIND,TALLEGG AS
0.95,1,"VÕI, MARGARIIN, VÕIDED",TERE AS
0.65,3,VESI,EESTI
2.75,1,"KALENDRID, PERIOODIKA",FOOKUS MEEDIA
0.5,2,KALA POOLTOOTED,EUROOPA LIIT
1.39,3,VÄRSKE KÖÖGIVILI,NA
7.688,2,VÄRSKE LIHA,A-VORST
0.89,1,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
1.19,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.64,2,TEE,UNILEVER
1.39,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.09,3,KRÕPSUD,TAANI
2.09,2,ÕLU,A. LE COQ
1.77,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.52,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.78,2,PAGARITOOTED,EESTI PAGAR
0.89,1,KUIV.PUUV. JA PÄHKLID,EUROOPA LIIT
0.99,2,"VÕI, MARGARIIN, VÕIDED",TERE AS
1.09,3,PIIMATOOTED,TERE AS
2.19,3,VALMISTOIT,TALLEGG AS
0.45,2,PAGARITOOTED,EESTI PAGAR
2.59,3,TÖÖDELDUD KALATOOTED,LEEDU
10.14,3,VESI,IDS BORJOMI BEVERAGES CO N.V
0.76,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
13.88,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.55,1,"SINK, VORST",NÕO LIHATÖÖSTUS AS
2.19,2,"SUPID, PULJONGID, KASTMED",SALVEST AS
1.09,2,"VÕI, MARGARIIN, VÕIDED",UNILEVER
0.45,2,SUUVÄRSKENDAJAD,WRIGLEY
0.76,1,VÄRSKE KÖÖGIVILI,HISPAANIA
5.4,3,TUBAKATOOTED,IMPERIAL TOBACCO
4.233,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.59,1,SUHKUR,SOOME
2.69,1,KOHV,MEIRA
0.89,2,MAHL,POOLA
0.69,1,PAGARITOOTED,HAGAR
7.49,2,KONDIITRITOOTED,PAGARIPOISID
2.75,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
5.89,1,ÕLU,SAKU ÕLLETEHAS
0.32,1,JÄÄTIS,EESTI
5.99,2,KANGE ALKOHOL,UKRAINIAN DISTRIBUTING COMPANY
1.58,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.95,2,KÜLMUT.KÖÖGIVILI,OERLEMANS FOODS SP. Z O.O.
5.8,3,TUBAKATOOTED,JT INTERNATIONAL
2.5,3,VALMISTOIT,EUROOPA LIIT
0.59,3,PAGARITOOTED,EESTI PAGAR
0.65,3,PIIM,FARMI PIIMATÖÖSTUS AS
2.76,2,PAGARITOOTED,EESTI PAGAR
0.85,3,VALMISTOIT,MAKSIKÖÖK
0.89,2,KARASTUS-JA TONISEERIVAD JOOGID,LIVIKO
0.79,4,PAGARITOOTED,LEIBUR AS
2.25,1,KÜLMAD KASTMED,LEEDU
1.29,1,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.55,3,VALMISTA ISE,VENEMAA
3.2,1,TUBAKATOOTED,PHILIP MORRIS
0.78,3,PIIMATOOTED,RÕNGU PAGAR
4.35,2,KUIVAINED,UKRAINA
0.95,1,PAGARITOOTED,EESTI PAGAR
0.72,3,PIIM,TERE AS
1.45,1,KOMMID,KALEV
0.89,1,"SUPID, PULJONGID, KASTMED",NESTLE
0.81,3,VALMISTOIT,KAUBAMAJA KÖÖK
1.5,1,PIIMATOOTED,EESTI
0.95,3,HOMMIKUSÖÖGID,LANTMÄNNEN CEREALS
1.83,2,VÄRSKE PUUVILI,PERUU
0.48,2,VÄRSKE PUUVILI,HISPAANIA
2.29,4,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.59,1,NAISTE SUKATOOTED,BOLERO S.A
0.45,2,PIIMATOOTED,SAAREMAA DELIFOOD OÜ
1.39,2,VALMISTOIT,SAAREMAA LIHATÖÖSTUS OÜ
3.9,2,PATAREID,PANASONIC
6.48,2,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
2.15,1,JUUSTUD,ESTOVER PIIMATÖÖSTUS
4.49,3,KOHV,GUSTAV PAULIG LDT
2.79,1,LAHJAD ALKOH.JOOGID,KARME
3.5,2,TUBAKATOOTED,PHILIP MORRIS
1.09,2,PIIM,VALIO EESTI AS
0.66,1,KÜLMUTATUD LIHA JA LIND,TALLEGG AS
3.45,1,LEMMIKLOOMATOIDUD,MARS
1.55,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.19,2,VÄRSKE PUUVILI,SAKSAMAA
0.75,1,KOMMID,KALEV
1.39,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.09,2,KONDIITRITOOTED,SAKSAMAA
1.03,1,RIIS,DOBELES DZIRNAVIEKS AS
0.39,2,KARTUL,EESTI
1.55,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.38,2,PIIMATOOTED,EESTI
1.29,2,PIIMATOOTED,TERE AS
3.58,3,KOMMID,KALEV
3.63,2,KÜLMUTATUD LIHA JA LIND,SAAREMAA LIHATÖÖSTUS OÜ
1.05,4,SUUVÄRSKENDAJAD,WRIGLEY
2.28,3,KRÕPSUD,BELGIA
2.59,1,KALA DELIKATESSID,TAANI
0.19,2,TUBAKATOOTED,FLAMECLUB EUROPE BV
0.75,3,MAHL,A. LE COQ
0.67,3,VÄRSKE KÖÖGIVILI,EESTI
1.4,2,NAISTE SUKATOOTED,C.D.V.
0.47,3,PAGARITOOTED,EESTI PAGAR
1.99,3,LAHJAD ALKOH.JOOGID,A. LE COQ
0.59,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.55,2,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
0.67,3,KÖÖGIVILJAKONSERV,UNGARI
0.75,2,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
1.12,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.84,3,"LAUAKAUNISTAMISVAHENDID, DEKORATIIVNÕUD, -VAHENDID JA KINGITUSED",HIINA
0.56,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.15,1,KÜLMUTATUD LIHA JA LIND,EESTI
0.89,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.98,1,PAGARITOOTED,EESTI PAGAR
0.88,2,KUIVAINED,EESTI
1.12,3,VÄRSKE KÖÖGIVILI,NA
1.79,3,"SINK, VORST",EESTI
0.39,3,PAGARITOOTED,EESTI PAGAR
0.59,3,PAGARITOOTED,EESTI PAGAR
4.31,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.9,3,NAISTE RIIETUSE LISANDID,ROOTSI
2.75,3,TUBAKATOOTED,PHILIP MORRIS
2.37,1,ÕLU,SAKU ÕLLETEHAS
0.49,3,JÄÄTIS,BALBIINO AS
0.79,1,PAGARITOOTED,FAZER EESTI AS
3.29,3,KOHV,MEIRA
5.9,2,ÕLU,A. LE COQ
0.59,3,PAGARITOOTED,EESTI PAGAR
1.19,2,HÜGIEENITOOTED,COLGATE&PALMOLIVE
1.09,2,PIIM,TERE AS
1.19,4,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.45,3,KIRJUTUSVAHENDID,PELIKAN
0.65,3,PAGARITOOTED,EESTI PAGAR
3.5,3,KÜLMUT.KÖÖGIVILI,FARM FRITES
0.99,1,ÕLU,A. LE COQ
1.89,3,KONDIITRITOOTED,LÕUNA PAGARID
1.85,3,PAGARITOOTED,EESTI PAGAR
0.45,3,VÄRSKE KÖÖGIVILI,POOLA
0.79,3,PIIM,TERE AS
1.18,1,PIIM,TERE AS
1.59,1,VALMISTOIT,SAARIOINEN EESTI OÜ
3.59,1,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
2.7,1,TUBAKATOOTED,JT INTERNATIONAL
3.2,2,TUBAKATOOTED,PHILIP MORRIS
1.62,1,PAGARITOOTED,EESTI LEIVATÖÖSTUS
1.22,1,JOGURT,VALIO EESTI AS
2.28,1,PIIMATOOTED,EESTI
0.87,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.65,2,PIIMATOOTED,EESTI
14.4,3,KÖÖGIVILJAKONSERV,LORADO
2.15,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.9,3,SUUVÄRSKENDAJAD,CHUPA CHUPS
1.08,2,VÄRSKE PUUVILI,PANAMA
1.17,1,"VIHIKUD, KAUSTIKUD",KP FACTORI OÜ
1.18,2,PIIMATOOTED,TERE AS
0.85,1,"KÜPSISED, VAHVLID",KRAFT FOODS
2.99,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
2.95,3,KOMMID,KALEV
1.51,2,TÖÖDELDUD KALATOOTED,LEEDU
0.59,2,ÐOKOLAADID,ZAINI
0.53,4,PAGARITOOTED,LÕUNA PAGARID
2,1,KONTORIMASINAD,TELE 2
1.79,3,VÄRSKE PUUVILI,KREEKA
1.05,2,JOGURT,VALIO EESTI AS
1.37,1,JUUSTUD,FARMI PIIMATÖÖSTUS AS
1.44,2,ÕLU,A. LE COQ
0.7,1,KRÕPSUD,FRITO-LAY POLAND
0.5,1,SUUVÄRSKENDAJAD,WRIGLEY
1.05,3,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
1.89,3,MAGUSAD HOIDISED,PÕLTSAMAA FELIX AS
2.58,2,KONDIITRITOOTED,EESTI PAGAR
0.85,2,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
0.75,3,PAGARITOOTED,FAZER EESTI AS
1.55,3,KARTUL,NA
0.59,2,PAGARITOOTED,EESTI PAGAR
9.59,3,KANGE ALKOHOL,LIVIKO
1.49,3,VESI,IDS BORJOMI BEVERAGES CO N.V
1.89,3,PIIMATOOTED,TERE AS
1.37,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
8.85,3,KANGE ALKOHOL,LIVIKO
1.16,4,PIIM,FARMI PIIMATÖÖSTUS AS
0.89,2,KOMMID,KALEV
1.45,3,VESI,S.A. DES EAUX DE MINERALES D EVIAN
0.55,3,PAGARITOOTED,LEIBUR AS
1.09,3,MUNAD,EESTI
0.85,3,KARASTUS-JA TONISEERIVAD JOOGID,VIRU ÕLU
1.25,3,KRÕPSUD,LATFOOD
1.39,3,VALMISTOIT,SAAREMAA LIHATÖÖSTUS OÜ
0.99,1,KALAKONSERVID,LÄTI
0.31,3,VESI,SAARE FOODS
0.49,1,PAGARITOOTED,EESTI PAGAR
3.89,1,VALMISTOIT,SAARIOINEN EESTI OÜ
0.99,2,MUNAD,EESTI
4.99,2,KÜPSETUSRASVAD,BERNARD-MASSARD
1.59,1,KOMMID,LAIMA
2.39,1,VALMISTOIT,DR.OETKER
2.19,2,PIIMATOOTED,TERE AS
3.35,3,KOHV,GUSTAV PAULIG LDT
1.08,2,JOGURT,VALIO EESTI AS
2.2,1,PIIM,TERE AS
1.49,2,KÜPSETUSRASVAD,LEEDU
0.95,2,PAGARITOOTED,LEIBUR AS
10.8,3,TUBAKATOOTED,IMPERIAL TOBACCO
2.65,3,JOGURT,DANONE
0.88,3,KUIVAINED,EESTI
0.75,3,KARASTUS-JA TONISEERIVAD JOOGID,GENERAL BOTTLERS PEPSI COLA
9,1,TUBAKATOOTED,PHILIP MORRIS
4.14,3,PAGARITOOTED,EESTI
1.08,3,LIHAKONSERVID,MAAG KONSERVITÖÖSTUS
0.59,3,VALMISTOIT,MAKSIKÖÖK
2.27,3,KÜPSETUSRASVAD,SCANOLA BALTIC
3.95,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.14,1,KOMMID,KALEV
1.69,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.19,2,"VÕI, MARGARIIN, VÕIDED",UNILEVER
1.39,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.33,2,LEMMIKLOOMATOIDUD,MARS
4.25,2,PAGARITOOTED,EUROPAGAR OÜ
0.69,2,PAGARITOOTED,LEIBUR AS
2.5,2,KÜPSETUSRASVAD,ACEITES BORGES PONT S.A.U
2.5,1,LEMMIKLOOMATOIDUD,MARS
0.96,2,VESI,A. LE COQ
0.85,3,PAGARITOOTED,LEIBUR AS
1.99,3,"SINK, VORST",ATRIA EESTI AS
2.3,3,LAHJAD ALKOH.JOOGID,JSC SVYTURYS-UTENOS ALUS
1.55,3,"SINK, VORST",ATRIA EESTI AS
0.99,3,MUNAD,EESTI
1.45,3,KOMMID,JOSEF MANNER & COMP. AG
1.09,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.55,4,PASTA,DOBELES DZIRNAVIEKS AS
0.79,1,PAGARITOOTED,FAZER EESTI AS
1.19,2,"KÜPSISED, VAHVLID",POOLA
0.99,2,PIIMATOOTED,TERE AS
1.74,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.89,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.55,1,KODUKAUBAD,GEORGIA PACIFIC
0.89,3,KALAKONSERVID,LÄTI
7.99,2,VEIN,R.E. CLM
0.45,4,"KÜPSISED, VAHVLID",JSC VIKTORIJA IR PARTNERIAI
0.58,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.57,4,MAGUSROAD,TERE AS
3.46,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.33,1,PAGARITOOTED,LÕUNA PAGARID
0.89,3,KOMMID,KALEV
2.73,1,VALMISTOIT,MAKSIKÖÖK
0.96,1,PAGARITOOTED,LEIBUR AS
1.1,1,PASTA,ADRIANA
0.52,3,PAGARITOOTED,PÄRNAMÄED
0.63,1,ÐOKOLAADID,NESTLE
0.84,1,KONTSENTRAADID,MAADLEX OÜ
1.19,3,MAHL,A. LE COQ
1.65,1,LEMMIKLOOMATOIDUD,DE HAAN
0.89,1,VALMISTOIT,MAKSIKÖÖK
0.93,1,ÕLU,A. LE COQ
0.39,2,PAGARITOOTED,EESTI PAGAR
5.9,1,VEIN,VINOS DE CHILE S.A.
0.22,1,PAGARITOOTED,EESTI
1.5,3,KÜLMUTATUD LIHA JA LIND,EESTI
1.39,2,"SUPID, PULJONGID, KASTMED",EESTI
1.35,3,KOMMID,KALEV
1.19,2,LEMMIKLOOMATOIDUD,ZAKLAD PRZETWORSTWA ROLNICZEGO SP.Z O.O.
0.5,2,PAGARITOOTED,EESTI PAGAR
7,3,VALMISTOIT,SAARIOINEN OY
3.9,1,KÜLMUTATUD LIHA JA LIND,UVIC
0.56,2,PIIM,FARMI PIIMATÖÖSTUS AS
1.25,3,KOMMID,KALEV
0.5,3,KRÕPSUD,BALSNACK
1.95,2,VALMISTOIT,TALLEGG AS
0.69,1,PIIMATOOTED,EESTI
0.75,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.75,1,"KÜPSISED, VAHVLID",HAMLET
5.24,1,VÄRSKE LIHA,ATRIA EESTI AS
0.79,1,PAGARITOOTED,FAZER EESTI AS
1.58,3,LEMMIKLOOMATOIDUD,CONTINENTALE NUTRITION
1.03,1,VALMISTOIT,KUNDA KONSUMI KÖÖK
0.71,3,PAGARITOOTED,EESTI PAGAR
1.65,1,LEMMIKLOOMATOIDUD,MARS
0.65,4,PAGARITOOTED,LÕUNA PAGARID
0.75,2,KRÕPSUD,FRITO-LAY POLAND
0.89,3,"SINK, VORST",ATRIA EESTI AS
10.58,1,KANGE ALKOHOL,LIVIKO
1.89,2,KOSMEETIKA,PROCTER&GAMBLE
5.79,2,ÕLU,SAKU ÕLLETEHAS
0.95,3,VESI,A. LE COQ
1.45,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.25,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.89,2,"SINK, VORST",ATRIA EESTI AS
2.59,1,VÄRSKE KALA,VICIUNAI IR PARTNERIAI UAB
0.55,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.89,3,LEMMIKLOOMATOIDUD,BALSNACK
26.4422,2,PIIM,FARMI PIIMATÖÖSTUS AS
2.7,2,TUBAKATOOTED,BRITISH AMERICAN TOBACCOLAND
7.95,2,KANGE ALKOHOL,JOHN WALKER & SONS
1.09,3,KÜLMAD KASTMED,POLVEN FOODS OÜ
5.29,2,VEIN,D.C.M. SPA
1.19,1,VALMISTOIT,MAKSIKÖÖK
1.3,4,ÕLU,EESTI
